features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.equity_win,features.call_max_bb,features.call_margin_bb
BB,110.8,7.5,100.0,0.0,1.0,0.0,4.0,0.63125,189.6745762711864,182.1745762711864
HJ,151.9,25.2,100.0,0.0,1.0,0.0,3.0,0.469444,134.40342508613602,109.20342508613602
SB,138.9,24.9,100.0,0.0,1.0,0.0,3.0,0.658333,267.6361887451817,242.7361887451817
BB,132.5,15.0,100.0,0.0,1.0,0.0,4.0,0.6,198.75,183.75
SB,121.0,21.0,100.0,0.0,1.0,0.0,2.0,0.641667,216.6747327206816,195.6747327206816
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.277083,42.161313124466574,35.661313124466574
SB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.577778,141.63170796405683,139.63170796405683
BB,45.0,27.0,100.0,0.0,1.0,1.0,4.0,0.329167,22.080778673678843,-4.919221326321157
BTN,165.2,25.8,100.0,0.0,1.0,0.0,4.0,0.44375,131.7887640449438,105.9887640449438
BB,126.0,0.0,100.0,0.0,0.0,0.0,4.0,0.6,189.0,189.0
SB,146.0,15.0,100.0,0.0,1.0,0.0,4.0,0.44375,116.47191011235954,101.47191011235954
HJ,143.0,0.0,100.0,0.0,0.0,0.0,3.0,0.416667,102.14299722456984,102.14299722456984
BB,150.0,16.0,100.0,0.0,1.0,0.0,5.0,0.2975,63.52313167259786,47.52313167259786
CO,106.9,2.3,100.0,0.0,1.0,0.0,4.0,0.3375,54.45849056603775,52.158490566037756
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.391667,87.56176633521443,71.56176633521443
BB,27.0,0.0,100.0,0.0,0.0,0.0,4.0,0.1625,5.2388059701492535,5.2388059701492535
BTN,16.0,13.0,100.0,0.0,1.0,1.0,2.0,0.641667,28.6512043267017,15.651204326701698
HJ,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.658333,204.24359976234163,202.24359976234163
UTG,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.841667,550.1855867064986,548.1855867064986
BB,173.39999999999998,29.2,100.0,0.0,1.0,0.0,4.0,0.533333,198.1711631634548,168.9711631634548
CO,110.3,7.5,100.0,0.0,1.0,0.0,3.0,0.329167,54.12244194903948,46.62244194903948
CO,136.6,0.0,100.0,0.0,0.0,0.0,4.0,0.303472,59.515590471596255,59.515590471596255
SB,124.3,21.0,100.0,0.0,1.0,0.0,3.0,0.402778,83.83031000197583,62.83031000197583
BB,116.8,14.0,100.0,0.0,1.0,0.0,3.0,0.452778,96.6417110423192,82.6417110423192
SB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.479167,93.38012472327982,92.38012472327982
BTN,131.0,14.5,100.0,0.0,1.0,0.0,4.0,0.379167,80.00682470165084,65.50682470165084
HJ,26.5,0.0,100.0,0.0,0.0,1.0,3.0,0.470833,23.578708611837097,23.578708611837097
HJ,15.0,0.0,100.0,0.0,0.0,1.0,3.0,0.7625,48.157894736842096,48.157894736842096
HJ,113.0,11.0,100.0,0.0,1.0,0.0,3.0,0.691667,253.48688268852183,242.48688268852183
BB,107.0,2.0,100.0,0.0,1.0,0.0,5.0,0.154167,19.502512907394248,17.502512907394248
UTG,123.0,21.0,100.0,0.0,1.0,0.0,3.0,0.683333,265.4206437677434,244.4206437677434
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.2875,54.87719298245613,38.87719298245613
SB,88.0,0.0,100.0,0.0,0.0,1.0,4.0,0.454167,73.22147250166259,73.22147250166259
HJ,173.39999999999998,29.2,100.0,0.0,1.0,0.0,4.0,0.63125,296.8372881355932,267.6372881355932
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.6,2.25,2.25
BB,114.0,13.5,100.0,0.0,1.0,0.0,2.0,0.795833,444.36643532010567,430.86643532010567
BB,7.899999999999999,0.0,100.0,0.0,0.0,0.0,4.0,0.30625,3.487387387387387,3.487387387387387
CO,106.9,2.3,100.0,0.0,1.0,0.0,4.0,0.352083,58.09026881529579,55.79026881529579
BTN,103.0,2.5,100.0,0.0,1.0,0.0,2.0,0.470833,91.6455466799706,89.1455466799706
BTN,103.5,2.5,100.0,0.0,1.0,0.0,2.0,0.804167,425.01153789197934,422.51153789197934
HJ,123.0,14.0,100.0,0.0,1.0,0.0,4.0,0.570833,163.60171914429586,149.60171914429586
CO,109.5,6.5,100.0,0.0,1.0,0.0,3.0,0.479167,100.74013455368612,94.24013455368612
HJ,103.0,2.0,100.0,0.0,1.0,0.0,2.0,0.5875,146.69696969696972,144.69696969696972
BB,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.363889,69.79042651361162,58.79042651361162
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.516667,192.84163671837013,161.64163671837014
SB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.322222,49.20486796561706,47.20486796561706
BTN,50.0,28.0,100.0,0.0,1.0,1.0,3.0,0.695833,114.38338149766412,86.38338149766412
HJ,133.0,0.0,100.0,0.0,0.0,0.0,4.0,0.3375,67.75471698113208,67.75471698113208
BTN,122.0,9.5,100.0,0.0,1.0,0.0,4.0,0.621528,200.34881312223888,190.84881312223888
UTG,126.5,18.0,100.0,0.0,1.0,0.0,4.0,0.314583,58.05918076149265,40.05918076149265
UTG,110.0,7.5,100.0,0.0,1.0,0.0,3.0,0.704167,261.8314048804562,254.3314048804562
BB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.497222,6.0325913226115695,6.0325913226115695
CO,11.3,7.5,100.0,0.0,1.0,0.0,2.0,0.641667,20.234913055733077,12.734913055733077
BB,30.5,0.0,100.0,0.0,0.0,0.0,4.0,0.389583,19.465843022065247,19.465843022065247
BB,1.0,0.0,100.0,1.0,0.0,0.0,2.0,0.608333,1.5531893164346244,1.5531893164346244
UTG,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.354167,58.12911696986683,56.12911696986683
CO,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.558333,128.31114731234163,127.31114731234163
BB,111.6,0.0,100.0,0.0,0.0,0.0,5.0,0.316667,51.71715283763553,51.71715283763553
SB,65.0,0.0,100.0,0.0,0.0,1.0,4.0,0.310417,29.25986429479845,29.25986429479845
HJ,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.6375,6.155172413793102,6.155172413793102
BB,128.5,14.0,100.0,0.0,1.0,0.0,3.0,0.752778,391.2757481130319,377.2757481130319
HJ,158.0,28.0,100.0,0.0,1.0,0.0,4.0,0.579167,217.44584193730051,189.44584193730051
UTG,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.4625,90.34883720930232,88.34883720930232
BTN,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.575,5.141176470588234,2.841176470588234
SB,51.0,0.0,100.0,0.0,0.0,1.0,5.0,0.35,27.461538461538456,27.461538461538456
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.55,1.8333333333333337,0.8333333333333337
BB,15.5,0.0,100.0,0.0,0.0,1.0,3.0,0.752778,47.196685570054434,47.196685570054434
BB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.475,5.519047619047618,5.519047619047618
CO,106.0,0.0,100.0,0.0,0.0,0.0,4.0,0.358333,59.19471937936657,59.19471937936657
SB,13.0,10.0,100.0,0.0,1.0,1.0,2.0,0.541667,15.36365699175054,5.36365699175054
HJ,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.516667,108.50014482768609,107.50014482768609
BTN,135.5,23.0,100.0,0.0,1.0,0.0,4.0,0.466667,118.56265878916172,95.56265878916172
BB,24.0,0.0,100.0,0.0,0.0,1.0,4.0,0.4,16.000000000000004,16.000000000000004
BB,151.2,31.2,100.0,0.0,1.0,0.0,5.0,0.3625,85.97647058823529,54.776470588235284
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.654167,195.77739689387656,193.77739689387656
SB,32.0,0.0,100.0,0.0,0.0,0.0,4.0,0.275,12.13793103448276,12.13793103448276
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.338889,2.819329129299013,2.819329129299013
HJ,30.0,0.0,100.0,0.0,0.0,1.0,4.0,0.529167,33.71685926857294,33.71685926857294
SB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.4,5.0,5.0
BB,136.0,24.0,100.0,0.0,1.0,0.0,4.0,0.373611,81.1174781166336,57.117478116633606
BB,110.8,7.5,100.0,0.0,1.0,0.0,4.0,0.35,59.66153846153845,52.16153846153845
BB,23.0,18.0,100.0,0.0,1.0,1.0,2.0,0.554167,28.588823617812047,10.588823617812047
BB,150.0,25.0,100.0,0.0,1.0,0.0,3.0,0.75,450.0,425.0
CO,49.0,0.0,100.0,0.0,0.0,0.0,4.0,0.4,32.66666666666667,32.66666666666667
SB,23.1,0.0,100.0,0.0,0.0,1.0,4.0,0.308333,10.29757426622927,10.29757426622927
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.5,5.5,5.5
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.629167,5.938210730975939,5.938210730975939
HJ,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.5875,2.1363636363636367,2.1363636363636367
SB,192.0,23.0,100.0,0.0,1.0,0.0,5.0,0.608333,298.21234875544786,275.21234875544786
BB,116.5,14.0,100.0,0.0,1.0,0.0,3.0,0.519444,125.92752145431542,111.92752145431542
BB,16.5,0.0,100.0,0.0,0.0,1.0,4.0,0.335417,8.327598659610613,8.327598659610613
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.616667,2.413046880910331,2.413046880910331
BB,37.7,24.9,100.0,0.0,1.0,1.0,2.0,0.608333,58.55523722958534,33.65523722958534
BTN,159.7,24.1,100.0,0.0,1.0,0.0,5.0,0.364167,91.46657990384269,67.36657990384268
CO,142.5,0.0,100.0,0.0,0.0,0.0,4.0,0.429167,107.1351822687196,107.1351822687196
SB,127.3,12.5,100.0,0.0,1.0,0.0,4.0,0.585417,179.7555232607222,167.2555232607222
SB,112.0,11.0,100.0,0.0,1.0,0.0,2.0,0.808333,472.34680983163497,461.34680983163497
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.404167,2.3741291603519774,0.3741291603519774
SB,143.0,0.0,100.0,0.0,0.0,0.0,4.0,0.44375,114.07865168539324,114.07865168539324
BB,147.3,31.0,100.0,0.0,1.0,0.0,4.0,0.220833,41.74804746607596,10.74804746607596
SB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.4,5.0,5.0
BB,11.3,0.0,100.0,0.0,0.0,0.0,3.0,0.654167,21.37473028889667,21.37473028889667
UTG,160.0,15.0,100.0,0.0,1.0,0.0,5.0,0.270833,59.428471118413206,44.428471118413206
UTG,151.5,33.0,100.0,0.0,1.0,0.0,3.0,0.4875,144.109756097561,111.10975609756099
BB,122.0,16.0,100.0,0.0,1.0,0.0,5.0,0.511667,127.82952206793314,111.82952206793314
SB,138.0,24.0,100.0,0.0,1.0,0.0,4.0,0.44375,110.08988764044943,86.08988764044943
BTN,110.0,7.5,100.0,0.0,1.0,0.0,3.0,0.704167,261.8314048804562,254.3314048804562
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.379167,80.61756382151079,65.61756382151079
BB,4.0,2.5,100.0,0.0,1.0,0.0,2.0,0.616667,6.434791682427549,3.934791682427549
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.633333,6.045445867776484,4.045445867776484
CO,135.60000000000002,31.0,100.0,0.0,1.0,0.0,4.0,0.504167,137.8791754481852,106.87917544818521
BB,148.5,25.0,100.0,0.0,1.0,0.0,6.0,0.204167,38.096936794528496,13.096936794528496
BTN,30.0,0.0,100.0,0.0,0.0,0.0,4.0,0.335417,15.1410884720193,15.1410884720193
BTN,122.0,9.5,100.0,0.0,1.0,0.0,4.0,0.579167,167.90121972373836,158.40121972373836
BB,5.6,0.0,100.0,0.0,0.0,0.0,3.0,0.354167,3.0709722172759832,3.0709722172759832
UTG,27.0,0.0,100.0,0.0,0.0,1.0,3.0,0.377778,16.392872640311655,16.392872640311655
CO,138.1,24.1,100.0,0.0,1.0,0.0,4.0,0.236111,42.685428249392245,18.585428249392244
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.583333,2.099997120002304,2.099997120002304
CO,102.8,2.3,100.0,0.0,1.0,0.0,2.0,0.6875,226.16,223.85999999999999
SB,133.0,15.0,100.0,0.0,1.0,0.0,4.0,0.658333,256.2679129093532,241.26791290935319
SB,145.5,0.0,100.0,0.0,0.0,0.0,5.0,0.55,177.83333333333337,177.83333333333337
BB,130.0,14.0,100.0,0.0,1.0,0.0,4.0,0.53125,147.33333333333334,133.33333333333334
CO,44.1,0.0,100.0,0.0,0.0,1.0,4.0,0.291667,18.158852827695448,18.158852827695448
CO,59.5,0.0,100.0,0.0,0.0,1.0,4.0,0.266667,21.636400516545688,21.636400516545688
BB,103.8,2.3,100.0,0.0,1.0,0.0,3.0,0.3875,65.66938775510204,63.36938775510204
BB,128.0,20.0,100.0,0.0,1.0,0.0,3.0,0.519444,138.35813516010623,118.35813516010623
BTN,28.3,0.0,100.0,0.0,0.0,0.0,3.0,0.520833,30.760828479423665,30.760828479423665
UTG,109.5,6.5,100.0,0.0,1.0,0.0,3.0,0.384722,68.46833301369463,61.96833301369463
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.495833,3.4421441704831928,1.4421441704831928
SB,128.0,13.0,100.0,0.0,1.0,0.0,4.0,0.3375,65.20754716981132,52.20754716981132
HJ,36.0,0.0,100.0,0.0,0.0,0.0,5.0,0.268333,13.20271106937992,13.20271106937992
CO,102.8,2.3,100.0,0.0,1.0,0.0,2.0,0.704167,244.69334928828087,242.39334928828086
HJ,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.65,2.785714285714286,2.785714285714286
BB,123.5,21.0,100.0,0.0,1.0,0.0,3.0,0.708333,299.9280875107571,278.9280875107571
SB,135.4,0.0,100.0,0.0,0.0,1.0,5.0,0.298611,57.645513972987885,57.645513972987885
HJ,187.6,29.2,100.0,0.0,1.0,0.0,4.0,0.579167,258.18253131289606,228.98253131289607
HJ,49.5,0.0,100.0,0.0,0.0,1.0,4.0,0.329167,24.28885654104673,24.28885654104673
BTN,50.5,0.0,100.0,0.0,0.0,1.0,3.0,0.541667,59.68189831410787,59.68189831410787
BB,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.2625,43.42372881355932,32.42372881355932
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.208333,1.8421015401677725,1.8421015401677725
HJ,122.6,13.1,100.0,0.0,1.0,0.0,4.0,0.338194,62.65066258087717,49.550662580877166
SB,49.0,29.0,100.0,0.0,1.0,0.0,4.0,0.395833,32.10340352915667,3.1034035291566724
BB,118.0,14.0,100.0,0.0,1.0,0.0,4.0,0.466667,103.2501382813364,89.2501382813364
CO,30.3,0.0,100.0,0.0,0.0,1.0,3.0,0.516667,32.38969840668855,32.38969840668855
HJ,137.6,24.1,100.0,0.0,1.0,0.0,5.0,0.280417,53.62186043861515,29.52186043861515
HJ,139.1,24.1,100.0,0.0,1.0,0.0,5.0,0.35,74.89999999999999,50.79999999999999
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.545833,158.64198851964147,143.64198851964147
BB,121.0,15.0,100.0,0.0,1.0,0.0,5.0,0.416667,86.42868995925141,71.42868995925141
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.75,304.5,303.5
HJ,147.0,26.0,100.0,0.0,1.0,0.0,4.0,0.352083,79.88091221560785,53.88091221560785
BB,37.5,0.0,100.0,0.0,0.0,1.0,5.0,0.075,3.0405405405405403,3.0405405405405403
BB,4.0,2.5,100.0,0.0,1.0,0.0,2.0,0.454167,3.328248750075572,0.8282487500755722
UTG,22.0,15.0,100.0,0.0,1.0,1.0,4.0,0.341667,11.417738439361234,-3.5822615606387664
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.633333,178.77247066139032,176.77247066139032
SB,94.0,0.0,100.0,0.0,0.0,1.0,4.0,0.402083,63.21245590943224,63.21245590943224
CO,15.6,11.0,100.0,0.0,1.0,0.0,3.0,0.441667,12.340315188247873,1.3403151882478728
BB,131.0,14.5,100.0,0.0,1.0,0.0,4.0,0.4875,124.60975609756098,110.10975609756098
SB,40.0,24.0,100.0,0.0,1.0,0.0,3.0,0.438889,31.287142829137192,7.287142829137192
BB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.534722,11.492527048345291,11.492527048345291
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.508333,3.618639241600514,1.6186392416005142
BB,144.0,28.0,100.0,0.0,1.0,0.0,4.0,0.604167,219.789780033499,191.789780033499
SB,153.0,33.0,100.0,0.0,1.0,0.0,4.0,0.272917,57.429895899092685,24.429895899092685
SB,113.0,12.0,100.0,0.0,1.0,0.0,2.0,0.854167,661.858913963232,649.858913963232
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.508333,186.51500548135223,155.31500548135224
BTN,42.0,0.0,100.0,0.0,0.0,0.0,4.0,0.165278,8.316153162370227,8.316153162370227
HJ,122.0,14.0,100.0,0.0,1.0,0.0,3.0,0.691667,273.67610343362537,259.67610343362537
SB,138.0,24.0,100.0,0.0,1.0,0.0,3.0,0.666667,276.000414000414,252.00041400041403
UTG,120.5,19.0,100.0,0.0,1.0,0.0,2.0,0.866667,783.2522593806483,764.2522593806483
BB,114.5,9.5,100.0,0.0,1.0,0.0,5.0,0.55,139.94444444444449,130.44444444444449
SB,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.608333,208.12736840223965,193.12736840223965
BTN,113.0,9.5,100.0,0.0,1.0,0.0,3.0,0.704167,268.9722613771959,259.4722613771959
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.545833,1.80274986954138,1.80274986954138
SB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.404167,70.2063908846942,68.2063908846942
BB,142.5,28.0,100.0,0.0,1.0,0.0,3.0,0.695833,325.9926372683428,297.9926372683428
SB,127.0,13.0,100.0,0.0,1.0,0.0,3.0,0.5,127.0,114.0
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.2,1.75,1.75
BTN,110.0,7.5,100.0,0.0,1.0,0.0,3.0,0.647222,201.8108272057781,194.3108272057781
BTN,140.0,0.0,100.0,0.0,0.0,0.0,4.0,0.373611,83.50328629653458,83.50328629653458
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.5625,1.9285714285714288,0.9285714285714288
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.583333,182.69974944020043,168.69974944020043
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.541667,4.727279074384781,1.7272790743847812
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.3,63.00000000000001,48.00000000000001
BB,72.5,0.0,100.0,0.0,0.0,1.0,4.0,0.3625,41.22549019607843,41.22549019607843
BTN,51.0,0.0,100.0,0.0,0.0,0.0,5.0,0.15,9.0,9.0
SB,127.0,13.0,100.0,0.0,1.0,0.0,3.0,0.430556,96.02456431185506,83.02456431185506
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.251667,49.436613112077104,34.436613112077104
SB,88.0,0.0,100.0,0.0,0.0,1.0,4.0,0.323611,42.10264803241921,42.10264803241921
HJ,147.5,26.0,100.0,0.0,1.0,0.0,4.0,0.375,88.5,62.5
SB,58.0,0.0,100.0,0.0,0.0,1.0,3.0,0.470833,51.60623016930384,51.60623016930384
BTN,42.2,0.0,100.0,0.0,0.0,0.0,3.0,0.445833,33.950330135139765,33.950330135139765
BTN,51.8,0.0,100.0,0.0,0.0,1.0,4.0,0.4,34.53333333333333,34.53333333333333
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.608333,211.2337470351089,195.2337470351089
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.4,2.333333333333333,0.33333333333333304
SB,79.2,0.0,100.0,0.0,0.0,1.0,5.0,0.335278,39.947553413306615,39.947553413306615
BB,126.0,19.0,100.0,0.0,1.0,0.0,3.0,0.45,103.0909090909091,84.0909090909091
CO,132.5,0.0,100.0,0.0,0.0,0.0,4.0,0.31875,61.99541284403669,61.99541284403669
BTN,110.3,7.5,100.0,0.0,1.0,0.0,3.0,0.466667,96.51262925789328,89.01262925789328
BB,4.0,2.5,100.0,0.0,1.0,0.0,2.0,0.629167,6.786526549686787,4.286526549686787
CO,38.3,0.0,100.0,0.0,0.0,0.0,4.0,0.3125,17.40909090909091,17.40909090909091
SB,79.2,0.0,100.0,0.0,0.0,1.0,5.0,0.541667,93.60012567281868,93.60012567281868
HJ,11.0,7.5,100.0,0.0,1.0,1.0,2.0,0.858333,66.64687612499736,59.14687612499736
SB,76.0,0.0,100.0,0.0,0.0,1.0,4.0,0.433333,58.11756816613638,58.11756816613638
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.195833,29.22273607347728,14.222736073477279
SB,163.0,21.0,100.0,0.0,1.0,0.0,4.0,0.6125,257.6451612903226,236.64516129032262
BTN,121.0,0.0,100.0,0.0,0.0,0.0,5.0,0.258333,42.145994091688046,42.145994091688046
BB,118.0,14.0,100.0,0.0,1.0,0.0,4.0,0.425,87.21739130434783,73.21739130434783
UTG,11.0,7.5,100.0,0.0,1.0,1.0,2.0,0.795833,42.87746305720317,35.37746305720317
BTN,128.0,0.0,100.0,0.0,0.0,0.0,4.0,0.289583,52.17586853918191,52.17586853918191
BTN,121.1,13.1,100.0,0.0,1.0,0.0,3.0,0.469444,107.15111769539875,94.05111769539876
UTG,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.808333,436.4990608711984,434.4990608711984
BB,130.0,14.0,100.0,0.0,1.0,0.0,4.0,0.236111,40.181793428102765,26.181793428102765
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.316667,63.02448732901821,47.02448732901821
BTN,16.0,11.0,100.0,0.0,1.0,0.0,3.0,0.4625,13.767441860465118,2.7674418604651176
BTN,155.2,0.0,100.0,0.0,0.0,0.0,4.0,0.40625,106.18947368421053,106.18947368421053
BB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.4,108.66666666666669,83.66666666666669
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.641667,6.267450946465996,4.267450946465996
CO,124.5,17.5,100.0,0.0,1.0,0.0,3.0,0.75,373.5,356.0
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.152083,1.255525010113018,1.255525010113018
CO,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.466667,88.81261894538683,87.81261894538683
CO,124.5,17.5,100.0,0.0,1.0,0.0,3.0,0.479167,114.54015298569792,97.04015298569792
BTN,15.5,12.0,100.0,0.0,1.0,1.0,2.0,0.658333,29.865809399210335,17.865809399210335
HJ,127.0,24.0,100.0,0.0,1.0,0.0,3.0,0.7125,314.7391304347826,290.7391304347826
BTN,30.3,20.0,100.0,0.0,1.0,1.0,3.0,0.480556,28.03160071153002,8.031600711530022
BTN,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.472222,92.60518058729237,90.60518058729237
CO,105.1,2.3,100.0,0.0,1.0,0.0,3.0,0.4375,81.74444444444444,79.44444444444444
BTN,69.7,0.0,100.0,0.0,0.0,1.0,3.0,0.5,69.7,69.7
SB,152.0,33.0,100.0,0.0,1.0,0.0,3.0,0.691667,340.9735059173037,307.9735059173037
BB,65.0,0.0,100.0,0.0,0.0,1.0,3.0,0.647222,119.25185243977796,119.25185243977796
BTN,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.75,11.4,9.100000000000001
BB,119.5,15.0,100.0,0.0,1.0,0.0,4.0,0.6,179.25,164.25
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.329167,63.936121359563415,49.936121359563415
SB,127.5,20.0,100.0,0.0,1.0,0.0,3.0,0.691667,286.0139605556331,266.0139605556331
BB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.381944,6.17976364601266,6.17976364601266
BB,119.5,15.0,100.0,0.0,1.0,0.0,4.0,0.420833,86.8308165002495,71.8308165002495
BB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.4125,2.6680851063829785,0.36808510638297864
BB,122.0,16.0,100.0,0.0,1.0,0.0,5.0,0.275,46.27586206896552,30.275862068965523
BB,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.475,5.428571428571428,5.428571428571428
BB,145.5,15.0,100.0,0.0,1.0,0.0,4.0,0.602083,220.1541439546438,205.1541439546438
BTN,103.0,2.5,100.0,0.0,1.0,0.0,2.0,0.708333,250.1424535514816,247.6424535514816
BTN,30.8,0.0,100.0,0.0,0.0,0.0,3.0,0.411111,21.50187692417417,21.50187692417417
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.318056,48.27199300822355,46.27199300822355
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.666667,3.0000045000045,3.0000045000045
BB,107.0,2.0,100.0,0.0,1.0,0.0,5.0,0.319444,50.2243871187676,48.2243871187676
UTG,145.5,24.0,100.0,0.0,1.0,0.0,5.0,0.168333,29.449829679426987,5.449829679426987
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.647222,10.090541360288904,10.090541360288904
SB,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.570833,178.23276719785076,163.23276719785076
BTN,159.7,24.1,100.0,0.0,1.0,0.0,5.0,0.289167,64.9659904647083,40.8659904647083
UTG,124.0,14.0,100.0,0.0,1.0,0.0,4.0,0.602083,187.6227756039576,173.6227756039576
SB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.708333,251.35673730658596,249.35673730658596
CO,60.6,0.0,100.0,0.0,0.0,0.0,4.0,0.4,40.400000000000006,40.400000000000006
BB,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.433333,6.8823435986214125,6.8823435986214125
SB,116.0,13.0,100.0,0.0,1.0,0.0,3.0,0.458333,98.153714366945,85.153714366945
BB,119.0,15.0,100.0,0.0,1.0,0.0,4.0,0.602083,180.05734110379805,165.05734110379805
CO,157.5,33.0,100.0,0.0,1.0,0.0,4.0,0.388194,99.93454624505152,66.93454624505152
HJ,116.0,6.5,100.0,0.0,1.0,0.0,4.0,0.602083,175.5180804037023,169.0180804037023
BTN,143.5,28.0,100.0,0.0,1.0,0.0,3.0,0.4125,100.75531914893617,72.75531914893617
CO,145.5,24.0,100.0,0.0,1.0,0.0,5.0,0.608333,225.98904554123783,201.98904554123783
SB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.683333,219.0259783937069,218.0259783937069
HJ,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.695833,8.00683670483649,8.00683670483649
BTN,109.0,7.5,100.0,0.0,1.0,0.0,2.0,0.6875,239.8,232.3
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.570833,159.61143331150814,144.61143331150814
CO,51.0,0.0,100.0,0.0,0.0,1.0,3.0,0.645833,92.9998644707158,92.9998644707158
BTN,118.6,0.0,100.0,0.0,0.0,0.0,4.0,0.379167,72.43365961538771,72.43365961538771
BB,40.5,27.0,100.0,0.0,1.0,0.0,2.0,0.508333,41.87282550994881,14.872825509948811
BTN,47.8,0.0,100.0,0.0,0.0,0.0,3.0,0.468056,42.05908291098312,42.05908291098312
BB,134.0,23.0,100.0,0.0,1.0,0.0,3.0,0.75,402.0,379.0
BB,58.0,33.0,100.0,0.0,1.0,1.0,3.0,0.454167,48.2596068760958,15.259606876095802
BTN,50.0,28.0,100.0,0.0,1.0,1.0,3.0,0.633333,86.36351239680693,58.363512396806925
